,Unnamed: 0,section,title,page_no,content,tagged_content
81,81,8.3,Applications of the Pythagorean Theorem,419,Here youll learn how inscribed right triangles are similar and how to apply this in order to solve for missing information. What if you were told that in California the average home price increased 21.3 in 2004 and another 16.0 in 2005? What is the average rate of increase for these two years? After completing this Concept you will be able to use the geometric mean to help solve this problem. If two objects are similar corresponding angles are congruent and their sides are proportional in length. Lets look at right triangle with an altitude drawn from the right angle. There are three right triangles in this picture 4ADB 4CDA and 4CAB. Both of the two smaller triangles are similar to the larger triangle because they each share an angle with 4ADB. That means all three triangles are similar to each other. Inscribed Triangle Theorem: If an altitude is drawn from the right angle of any right triangle then the two triangles formed are similar to the original triangle and all three triangles are similar to each other. You are probably familiar with the arithmetic mean which divides the sum of numbers by n. This is commonly used to determine the average test score for group of students. The geometric mean is different sort of average which takes the th root of the product of numbers. In this text we will primarily compare two numbers so we would be taking the square root of the product of two numbers. This mean is commonly used with rates of increase or decrease. Geometric Mean: The geometric mean of two positive numbers and is the number such that and ab. Geometric Mean Theorem 1: In right triangle the altitude drawn from the right angle to the hypotenuse divides the hypotenuse into two segments. The length of the altitude is the geometric mean of these two segments. In other AC words BC AC DC Geometric Mean Theorem 2: In right triangle the altitude drawn from the right angle to the hypotenuse divides the hypotenuse into two segments. The length of each leg of the right triangle is the geometric mean of the lengths of AB DC AD the hypotenuse and the segment of the hypotenuse that is adjacent to the leg. In other words BC AB DB and AD DB Both of these theorems are proved using similar triangles. If two objects are similar they are the same shape but not necessarily the same size. The corresponding angles of similar polygons are congruent and their sides are proportional in length. The geometric mean of two positive numbers and is the number such that ax or ab and ab. ,Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Polygon|Right angle|Right angle|Right angle|Right angle|Similarity (geometry)|Similarity (geometry)|Similarity (geometry)|Similarity (geometry)|Similarity (geometry)|Similarity (geometry)|Similarity (geometry)|Similarity (geometry)|Similarity (geometry)|Geometry|Geometry|Geometry|Geometry|Geometry|Geometry|Geometry|Geometry|Geometry|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Transversal (geometry)|Transversal (geometry)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Altitude (triangle)|Line segment|Line segment|Line segment|Line segment|Square|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle
82,82,8.4,Inscribed Similar Triangles,425,Here youll learn that the sides of 45-45-90 right triangle are in the ratio 2. What if you were given an isosceles right triangle and the length of one of its sides? How could you figure out the lengths of its other sides? After completing this Concept youll be able to use the 45-45-90 Theorem to solve problems like this one. There are two types of special right triangles based on their angle measures. The first is an isosceles right triangle. Here the legs are congruent and by the Base Angles Theorem the base angles will also be congruent. Therefore the angle measures will be 90 45 and 45 You will also hear an isosceles right triangle called 45-45-90 triangle. Because the three angles are always the same all isosceles right triangles are similar. Investigation: Properties of an Isosceles Right Triangle Tools Needed: Pencil paper compass ruler protractor 1. Construct an isosceles right triangle with in legs. Use the SAS construction that you learned in Chapter 4. 2. Find the measure of the hypotenuse. What is it? Simplify the radical. 3. Now lets say the legs are of length and the hypotenuse is h. Use the Pythagorean Theorem to find the hypotenuse. What is it? How is this similar to your answer in 2? 2x 45-45-90 Corollary: If triangle is an isosceles right triangle then its sides are in the extended ratio 2. Step in the above investigation proves the 45-45-90 Triangle Theorem. So anytime you have right triangle with congruent legs or congruent angles then the sides will always be in the ratio 2. The hypotenuse is always because that is the longest length. This is specific case of the Pythagorean Theorem so it will still work if for some reason you forget this corollary. right triangle is triangle with 90 angle. 45-45-90 triangle is right triangle with angle measures of 45 45 and 90 ,Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Congruence (geometry)|Similarity (geometry)|Similarity (geometry)|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Isosceles triangle|Isosceles triangle|Isosceles triangle|Isosceles triangle|Isosceles triangle|Isosceles triangle|Isosceles triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Pythagorean theorem|Pythagorean theorem
83,83,8.5,45-45-90 Right Triangles,433,Here youll learn that the sides of 30-60-90 right triangle are in the ratio 2x. What if you were given 30-60-90 right triangle and the length of one of its side? How could you figure out the lengths of its other sides? After completing this Concept youll be able to use the 30-60-90 Theorem to solve problems like this one. One of the special right triangles is called 30-60-90 triangle after its three angles. To construct 30-60-90 triangle start with an equilateral triangle. Investigation: Properties of 30-60-90 Triangle Tools Needed: Pencil paper ruler compass 1. Construct an equilateral triangle with in sides. 2. Draw or construct the altitude from the top vertex to the base for two congruent triangles. 3. Find the measure of the two angles at the top vertex and the length of the shorter leg. The top angles are each30 and the shorter leg is in because the altitude of an equilateral triangle is also the angle and perpendicular bisector. 4. Find the length of the longer leg using the Pythagorean Theorem. Simplify the radical. 5. Now lets say the shorter leg is length and the hypotenuse is 2x. Use the Pythagorean Theorem to find the longer leg. What is it? How is this similar to your answer in 4? 30-60-90 Corollary: If triangle is 30-60-90 triangle then its sides are in the extended ratio 2x. Step in the above investigation proves the 30-60-90 Corollary. The shortest leg is always the longest leg is always and the hypotenuse is always 2x. If you ever forget this corollary then you can still use the Pythagorean Theorem. right triangle is triangle with 90 angle. 30-60-90 triangle is right triangle with angle measures of 30 60 and 90 ,Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Angle|Angle|Angle|Angle|Angle|Angle|Congruence (geometry)|Similarity (geometry)|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Vertex (geometry)|Vertex (geometry)|Altitude (triangle)|Altitude (triangle)|Bisection|Perpendicular|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Pythagorean theorem|Pythagorean theorem|Pythagorean theorem
84,84,8.6,30-60-90 Right Triangles,438,Here youll learn what the three trigonometric ratios are and how to find their value for right triangles non-right angle. What if you were given right triangle and told that its sides measure and inches? How could you find the sine cosine and tangent of one of the triangles non-right angles? After completing this Concept youll be able to solve for these trigonometric ratios. The word trigonometry comes from two words meaning trianglemeasure. In this lesson we will define three trigonometric (or trig) functions. Trigonometry: The study of the relationships between the sides and angles of right triangles. In trigonometry sides are named in reference to particular angle. The hypotenuse of triangle is always the same but the terms adjacent and opposite depend on which angle you are referencing. side adjacent to an angle is the leg of the triangle that helps form the angle. side opposite to an angle is the leg of the triangle that does not help form the angle. We never reference the right angle when referring to trig ratios. The three basic trig ratios are called sine cosine and tangent. At this point we will only take the sine cosine and tangent of acute angles. However you will learn that you can use these ratios with obtuse angles as well. Sine Ratio: For an acute angle in right triangle the sin is equal to the ratio of the side opposite the angle over the hypotenuse of the triangle. Using the triangle above sin ac and sin bc Cosine Ratio: For an acute angle in right triangle the cos is equal to the ratio of the side adjacent to the angle over the hypotenuse of the triangle.Using the triangle above cos bc and cos ac Tangent Ratio: For an acute angle in right triangle the tan is equal to the ratio of the side opposite to the angle over the side adjacent to x. Using the triangle above tan and tan ba There are few important things to note about the way we write these ratios. First keep in mind that the abbreviations sin cos and tan are all functions. Second be careful when using the abbreviations that you still pronounce the full name of each function. When we write sin it is still pronounced sine with long i. When we write cos we still say co-sine. And when we write tan we still say tangent. An easy way to remember ratios is to use the pneumonic SOH-CAH-TOA. few important points: Always reduce ratios when you can. Use the Pythagorean Theorem to find the missing side (if there is one). The tangent ratio can be bigger than (the other two cannot). If two right triangles are similar then their sine cosine and tangent ratios will be the same (because they will reduce to the same ratio). If there is radical in the denominator rationalize the denominator. The sine cosine and tangent for an angle are fixed. Trigonometry is the study of the relationships between the sides and angles of right triangles. The legs are called adjacent or opposite depending on which acute angle is being used. The three trigonometric (or trig) ratios are sine cosine and tangent. ,Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Congruence (geometry)|Congruence (geometry)|Congruence (geometry)|Right angle|Similarity (geometry)|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Sine|Sine|Sine|Sine|Sine|Sine|Sine|Sine|Point (geometry)|Point (geometry)|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Pythagorean theorem|Trigonometric functions|Trigonometric functions|Trigonometric functions|Trigonometric functions
85,85,8.7,"Sine, Cosine, Tangent",443,Here youll learn how to solve for missing sides in right triangles that are not one of the special right triangles. What if you wanted to find the missing sides of right triangle with angles of 20 and 70 and hypotenuse length of 10 inches? How could you use trigonometry to help you? After completing this Concept youll be able to solve problems like this one. The trigonometric ratios are not dependent on the exact side lengths but the angles. There is one fixed value for every angle from to 90 Your scientific (or graphing) calculator knows the values of the sine cosine and tangent of all of these angles. Depending on your calculator you should have SIN COS and TAN buttons. Use these to find the sine cosine and tangent of any acute angle. One application of the trigonometric ratios is to use them to find the missing sides of right triangle. All you need is one angle other than the right angle and one side. Trigonometry is the study of the relationships between the sides and angles of right triangles. The legs are called adjacent or opposite depending on which acute angle is being used. The three trigonometric (or trig) ratios are sine cosine and tangent. ,Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Right angle|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Sine|Sine|Sine|Tangent|Tangent|Tangent|Cartesian coordinate system|Triangle|Triangle|Triangle|Triangle|Triangle|Trigonometric functions|Trigonometric functions
86,86,8.8,Trigonometric Ratios with a Calculator,448,Here youll learn how to use the trigonometric ratios to solve word problems. What if restaurant needed to build wheelchair ramp for its customers? The angle of elevation for ramp is recommended to be If the vertical distance from the sidewalk to the front door is two feet what is the horizontal distance that the ramp will take up (x)? How long will the ramp be (y)? Round your answers to the nearest hundredth. After completing this Concept youll be able to use trigonometry to solve this problem. practical application of the trigonometric functions is to find the measure of lengths that you cannot measure. Very frequently angles of depression and elevation are used in these types of problems. Angle of Depression: The angle measured from the horizon or horizontal line down. Angle of Elevation: The angle measure from the horizon or horizontal line up. Trigonometry is the study of the relationships between the sides and angles of right triangles. The legs are called adjacent or opposite depending on which acute angle is being used. The three trigonometric (or trig) ratios are sine cosine and tangent. The angle of depression is the angle measured down from the horizon or horizontal line. The angle of elevation is the angle measured up from the horizon or horizontal line. ,Right triangle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Distance|Distance|Special right triangles|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Sine|Tangent|Cartesian coordinate system|Triangle|Trigonometric functions|Trigonometric functions|Trigonometric functions
87,87,8.9,Trigonometry Word Problems,452,Here youll learn how to use inverse trigonometric ratios to solve for missing angles in right triangles. What if you were told that the longest escalator in North America is at the Wheaton Metro Station in Maryland and is 230 feet long and is 115 ft high? What is the angle of elevation of this escalator? After completing this Concept youll be able use inverse trigonometry to answer this question. The word inverse is probably familiar to you. In mathematics once you learn how to do an operation you also learn how to undo it. For example you may remember that addition and subtraction are considered inverse operations. Multiplication and division are also inverse operations. In algebra you used inverse operations to solve equations and inequalities. When we apply the word inverse to the trigonometric ratios we can find the acute angle measures within right triangle. Normally if you are given an angle and side of right triangle you can find the other two sides using sine cosine or tangent. With the inverse trig ratios you can find the angle measure given two sides. Inverse Tangent: If you know the opposite side and adjacent side of an angle in right triangle you can use inverse tangent to find the measure of the angle. Inverse tangent is also called arctangent and is labeled tan or arctan. The -1 indicates inverse. Inverse Sine: If you know the opposite side of an angle and the hypotenuse in right triangle you can use inverse sine to find the measure of the angle. Inverse sine is also called arcsine and is labeled sin or arcsin. Inverse Cosine: If you know the adjacent side of an angle and the hypotenuse in right triangle you can use inverse cosine to find the measure of the angle. Inverse cosine is also called arccosine and is labeled cos or arccos. Using the triangle below the inverse trigonometric ratios look like this: In order to actually find the measure of the angles you will need you use your calculator. On most scientific and graphing calculators the buttons look like SIN COS and TAN Typically you might have to hit shift or nd button to access these functions. For example on the TI-83 and 84 nd SIN is SIN Again make sure the mode is in degrees. Now that we know how to use inverse trigonometric ratios to find the measure of the acute angles in right triangle we can solve right triangles. To solve right triangle you would need to find all sides and angles in right triangle using any method. When solving right triangle you could use sine cosine or tangent inverse sine inverse cosine or inverse tangent or the Pythagorean Theorem. Remember when solving right triangles to only use the values that you are given. Trigonometry is the study of the relationships between the sides and angles of right triangles. The legs are called adjacent or opposite depending on which acute angle is being used. The three trigonometric (or trig) ratios are sine cosine and tangent. The inverse trig ratios sin cos and tan allow us to find missing angles when we are given sides. ,Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Right triangle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Polygon|Polygon|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Special right triangles|Sine|Sine|Sine|Sine|Sine|Sine|Sine|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Pythagorean theorem|Trigonometric functions|Trigonometric functions
88,88,8.10,Inverse Trigonometric Ratios,457,Here youll learn how to solve for missing sides and angles in non-right triangles using the Laws of Sines and Cosines. What if you wanted to solve for missing side in non-right triangle? How could you use trigonometry to help you? After completing this Concept youll be able to use the Law of Sines and the Law of Cosines to answer questions like these. Law of Sines: If 4ABC has sides of length and then sin sin sinC Looking at triangle the lengths and are opposite the angles of the same letter. Use Law of Sines when given: An angle and its opposite side. Any two angles and one side. Two sides and the non-included angle. Law of Cosines: If 4ABC has sides of length and then: 2bc cos 2ac cos 2ab cosC Even though there are three formulas they are all very similar. First notice that whatever angle is in the cosine the opposite side is on the other side of the equal sign. Use Law of Cosines when given: Two sides and the included angle. All three sides. The Law of Sines says sin sin sinC for any triangle (including non-right triangles). The Law of Cosines says 2bc cos for any triangle. ,Angle|Angle|Angle|Angle|Angle|Angle|Angle|Congruence (geometry)|Similarity (geometry)|Sine|Sine|Sine|Sine|Sine|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Trigonometric functions
89,89,9,Circles,464,Finally we dive into different shape circles. First we will define all the parts of circles and then explore the properties of tangent lines arcs inscribed angles and chords. Next we will learn about the properties of angles within circles that are formed by chords tangents and secants. Lastly we will place circles in the coordinate plane find the equations of and graph circles. ,Coordinate system|Angle|Angle|Circle|Circle|Circle|Circle|Circle|Secant line|Line (geometry)|Tangent|Tangent|Plane (geometry)|Arc (geometry)|Two-dimensional space|Chord (geometry)|Chord (geometry)|Cartesian coordinate system
90,90,9.1,Parts of Circles,465,Here youll learn the vocabulary associated with the parts of circles. What if you were asked to geometrically consider the ancient astronomical clock in Prague pictured below? It has large background circle that tells the local time and the ancient time and then the smaller circle rotates around on the orange line to show the current astrological sign. The yellow point is the center of the larger clock. How does the orange line relate to the small and larger circle? How does the hand with the moon on it (black hand with the circle) relate to both circles? Are the circles concentric or tangent? After completing this Concept youll be able to use your knowledge of parts of circles to answer questions like these. circle is the set of all points in the plane that are the same distance away from specific point called the center. The center of the circle below is point A. We call this circle circle and it is labeled A. Important Circle Parts Radius: The distance from the center of the circle to its outer rim. Chord: line segment whose endpoints are on circle. Diameter: chord that passes through the center of the circle. The length of diameter is two times the length of radius. Secant: line that intersects circle in two points. Tangent: line that intersects circle in exactly one point. Point of Tangency: The point where tangent line touches the circle. The tangent ray and tangent segment are also called tangents. Tangent Circles: Two or more circles that intersect at one point. Two circles can be tangent to each other in two different ways either internallyexternally tangent. If the circles are not tangent they can share tangent line called common Concentric Circles: Two or more circles that have the same center but different radii. Congruent Circles: Two or more circles with the same radius but different centers. circle is the set of all points that are the same distance away from specific point called the center. radius is the distance from the center to the outer rim of circle. chord is line segment whose endpoints are on circle. diameter is chord that passes through the center of the circle. The length of diameter is two times the length of radius. secant is line that intersects circle in two points. tangent is line that intersects circle in exactly one point. The point of tangency is the point where the tangent line touches the circle. Tangent circles are two or more circles that intersect at one point. Concentric circles are two or more circles that have the same center but different radii. Congruent circles are two or more circles with the same radius but different centers. ,Rotation (mathematics)|Distance|Distance|Distance|Distance|Geometry|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Radius|Radius|Radius|Radius|Radius|Radius|Radius|Radius|Secant line|Secant line|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Diameter|Diameter|Diameter|Diameter|Plane (geometry)|Line segment|Line segment|Line segment|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Concentric|Concentric|Concentric
91,91,9.2,Tangent Lines,470,Here youll learn two theorems about tangent lines and how to apply them. What if line were drawn outside circle that appeared to touch the circle at only one point? How could you determine if that line were actually tangent? After completing this Concept youll be able to apply theorems to solve tangent problems like this one. The tangent line and the radius drawn to the point of tangency have unique relationship. Lets investigate it here. Investigation: Tangent Line and Radius Property Tools needed: compass ruler pencil paper protractor 1. Using your compass draw circle. Locate the center and draw radius. Label the radius AB with as the center. 2. Draw tangent line BC where is the point of tangency. To draw tangent line take your ruler and line it up with point B. Make sure that is the only point on the circle that the line passes through. 3. Using your protractor find ABC. Tangent to Circle Theorem: line is tangent to circle if and only if the line is perpendicular to the radius drawn to the point of tangency. To prove this theorem the easiest way to do so is indirectly (proof by contradiction). Also notice that this theorem uses the words if and only if making it biconditional statement. Therefore the converse of this theorem is also true. Now lets look at two tangent segments drawn from the same external point. If we were to measure these two segments we would find that they are equal. Two Tangents Theorem: If two tangent segments are drawn from the same external point then the segments are equal. circle is the set of all points that are the same distance away from specific point called the center. radius is the distance from the center to the outer rim of circle. diameter is chord that passes through the center of the circle. The length of diameter is two times the length of radius. tangent is line that intersects circle in exactly one point. The point of tangency is the point where the tangent line touches the circle. ,Congruence (geometry)|Congruence (geometry)|Distance|Distance|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Radius|Radius|Radius|Radius|Radius|Radius|Radius|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Tangent|Diameter|Diameter|Line segment|Line segment|Line segment|Line segment|Chord (geometry)|Perpendicular
92,92,9.3,Arcs in Circles,478,Here youll learn the properties of arcs and central angles of circles and how to apply them. What if the Ferris wheel below had equally spaced seats such that the central angle were 20 How many seats are there? Why do you think it is important to have equally spaced seats on Ferris wheel? If the radius of this Ferris wheel is 25 ft. how far apart are two adjacent seats? Round your answer to the nearest tenth. The shortest distance between two points is straight line. central angle is the angle formed by two radii of the circle with its vertex at the center of the circle. In the picture below the central angle would be BAC. Every central angle divides circle into two arcs (an arc is section of the and BDC. Notice the arc above the letters. To label an arc always use this curve circle). In this case the arcs are BC above the letters. Do not confuse BC and BC. and BDC. There are 360 in If was not on the circle we would not be able to tell the difference between BC 180 circle where semicircle is half of circle or 180 EFG 180 because it is straight angle so EHG 180 and EJG Semicircle: An arc that measures 180 Minor Arc: An arc that is less than 180 Major Arc: An arc that is greater than 180 Always use letters to label major arc. Two arcs are congruent if their central angles are congruent. The measure of the arc formed by two adjacent arcs is the sum of the measures of the two arcs (Arc Addition Postulate). An arc can be measured in degrees or in linear measure (cm ft etc.). In this chapter we will use degree measure. The measure of the minor arc is the same as the measure of the central angle that corresponds to it. The measure of the major arc equals to 360 minus the measure of the minor arc. In order to prevent confusion major arcs are always named with three letters the letters that denote the endpoints of the arc and any other point on the major arc. When referring to the measure of an arc always place an in from of the label. circle is the set of all points that are the same distance away from specific point called the center. An arc is section of the circle. semicircle is an arc that measures 180 central angle is the angle formed by two radii with its vertex at the center of the circle. minor arc is an arc that is less than 180 major arc is an arc that is greater than 180 ,Space (mathematics)|Space (mathematics)|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Congruence (geometry)|Congruence (geometry)|Congruence (geometry)|Distance|Distance|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Radius|Radius|Radius|Line (geometry)|Line (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Vertex (geometry)|Vertex (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)
93,93,9.4,Chords in Circles,486,Here youll learn theorems about chords in circles and how to apply them. What if you were asked to geometrically consider the Gran Teatro Falla in Cadiz Andaluca Spain pictured below? This theater was built in 1905 and hosts several plays and concerts. It is an excellent example of circles in architecture. Notice the five windows E. and D. Each window is topped with 240 arc. The gold chord in each circle connects the rectangular portion of the window to the circle. Which chords are congruent? How do you know? After completing this Concept youll be able to use properties of chords to answer questions like these. chord is line segment whose endpoints are on circle. diameter is the longest chord in circle. There are several theorems that explore the properties of chords. Chord Theorem 1: In the same circle or congruent circles minor arcs are congruent if and only if their corre- sponding chords are congruent. Notice the if and only if in the middle of the theorem. This means that Chord Theorem is biconditional statement. Taking this theorem one step further any time two central angles are congruent the chords and arcs from the endpoints of the sides of the central angles are also congruent. In both of these pictures BE CD and BE CD. In the second picture we have 4BAE 4CAD because the central angles are congruent and BA AC AD AE because they are all radii (SAS). By CPCTC BE CD. Investigation: Perpendicular Bisector of Chord Tools Needed: paper pencil compass ruler 1. 2. 3. 4. Chapter 9. Circles Draw circle. Label the center A. Draw chord in A. Label it BC. Find the midpoint of BC by using ruler. Label it D. Connect and to form diameter. How does AD relate to the chord BC? Chord Theorem 2: The perpendicular bisector of chord is also diameter. In the picture to the left ADBC and BD DC. From this theorem we also notice that AD also bisects the corresponding arc at so BE EC. Chord Theorem 3: If diameter is perpendicular to chord then the diameter bisects the chord and its corre- sponding arc. Investigation: Properties of Congruent Chords Tools Needed: pencil paper compass ruler 1. Draw circle with radius of inches and two chords that are both inches. Label as in the picture to the right. This diagram is drawn to scale. 2. From the center draw the perpendicular segment to AB and CD. 1. Erase the arc marks and lines beyond the points of intersection leaving FE and EG. Find the measure of these segments. What do you notice? Chord Theorem 4: In the same circle or congruent circles two chords are congruent if and only if they are equidistant from the center. Recall that two lines are equidistant from the same point if and only if the shortest distance from the point to the line is congruent. The shortest distance from any point to line is the perpendicular line between them. In this theorem the fact that FE EG means that AB and CD are equidistant to the center and AB CD. circle is the set of all points that are the same distance away from specific point called the center. radius is the distance from the center to the outer rim of circle. chord is line segment whose endpoints are on circle. diameter is chord that passes through the center of the circle. ,Scaling (geometry)|Angle|Angle|Angle|Rectangle|Distance|Distance|Distance|Distance|Distance|Distance|Distance|Geometry|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Circle|Radius|Radius|Radius|Midpoint|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Diameter|Diameter|Diameter|Diameter|Diameter|Diameter|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Arc (geometry)|Line segment|Line segment|Line segment|Line segment|Bisection|Bisection|Bisection|Bisection|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Chord (geometry)|Perpendicular|Perpendicular|Perpendicular|Perpendicular|Perpendicular
